Hausa_Text,English_Translation,Intent,Tone,Domain
"Kuncin da Nike ciki, Allah ne kadai ya sanshi","The hardship I’m in, only God knows",Statement,Sad,Personal/Religious
Na rasa Wanda zai share hawayena,I have no one to wipe my tears,Statement,Sad,Personal
Ka rike ni mana bada mugunta ba,"Hold me, without wickedness",Request,Pleading,Relationship
Nayi maka tanajin abubuwa masu yawa,I reserves many different things for you,Statement,Serious,Social
"Bude man kofa, ganinan zuwa","Open the door, I’m coming",Request,Urgent,Daily life
Dariya suke tayi man,They are laughing at me,Statement,Embarrassed,Social
Babu wata bayan ke a rayuwata,There is no other woman after you in my life,Statement,Loving,Romantic
Maganar ciki ya kamata ta fito fili,Inner issues should be spoken openly,Advice,Serious,Social
Ba karya aka fada ba fa akan abunnan da yake yi,It is not a lie about what he is doing,Statement,Assertive,Social
Warwarar saka ce ta zare maganganunnan da kake yi,These words you’re saying are just tangled nonsense,Criticism,Harsh,Social
Wadda nikeson in aura fa itace yaje ya aura,The one I wanted to marry is the one he married,Statement,Disappointed,Romantic
A tsakaninmu mukayi alkawari,We made a promise between us,Statement,Serious,Relationship
Ka dauki hakuri akan wannan maganar,Please be patient about this matter,Request,Pleading,Social
"Nayi maka kira ba daya ba biyu ba, anma baka dauka ba",I called you many times but you didn’t pick,Complaint,Annoyed,Social
Banzo Dan in yaudare kiba,I didn’t come to deceive you,Statement,Defensive,Relationship
Kazo ka rakani gida,Come and escort me home,Request,Polite,Social
Lafiya ita ake ma ado,Health is what should be adorned,Proverb,Advisory,Social
Kafin kace kawai nayi,"Before you even say it, I’ve done it",Statement,Confident,Social
Duniya a tafin hannu na take,The world is in my palm,Boast,Confident,Social
Ta taso tana wani haniniya,She stood up acting arrogantly,Observation,Critical,Social
Bari mu garzaya inda suke,Let’s rush to where they are,Suggestion,Urgent,Social
Bani yi maka gardama ka sani,"I am not arguing with you, know that",Statement,Calm,Social
Jinjina nake yi maka kan wannan abun,I commend you for this action,Praise,Appreciative,Social
Sun taho sahu-sahu sai kace masu sallah,They came in lines like people in prayer,Description,Observational,Social
Mai farinjini ne ba Mai bakin jini ba,He is kind-hearted not wicked,Statement,Praise,Social
Juwa ce take ta dauka ta,She is behaving foolishly,Statement,Critical,Social
Ya kamata ka dake sosai,You should endure strongly,Advice,Encouraging,Personal
Bakin halinnan naki bani sonshi,I don’t like this your bad character,Complaint,Displeased,Social
So Nike inyi masu hidma sosai,I want to serve them very well,Statement,Positive,Social
Sai wani sande-sande kike sai kace wata mara gaskiya,You act indirectly like someone dishonest,Complaint,Critical,Social
Duk wata muke siyan kayan Abinci mu ajiye,Every month we buy and store food,Statement,Neutral,Household
Rashin hankali ne da yafi Hauka wuyar magani,Lack of sense is harder to cure than madness,Proverb,Serious,Social
Wannan itace jakar mata,This is a women’s bag,Statement,Neutral,Social
Ke din asalin shasha Sha ce ai,You are truly very foolish,Insult,Harsh,Social
Yan gani kashe nin miji ne,People see me as someone who lost her husband,Statement,Sad,Social
Jikin babu dadi gaskiya,The body is not feeling well honestly,Statement,Sick,Health
Shin wanene yafi zafi? Mutuwar miji ko mutuwar iyaye?,"Which is more painful, loss of husband or parents?",Question,Reflective,Social/Emotional
"gwargwadon yanda kika ba iyaye ko Auren muhimmanci, haka zaki ji a ranki",The importance you give to parents or marriage is how you will feel inside,Advice,Reflective,Family/Relationship
Ance yau ce ranar masoya ta duniya,It is said today is Valentine’s Day,Statement,Informative,Social
Ma'aikatan lafiya suna wasa da rayukan mutane a Nigeria,Health workers are playing with people’s lives in Nigeria,Criticism,Serious,Social/Health
Zuwa Kasar waje yayi yawa yanzu,Traveling abroad has increased now,Statement,Observational,Social
Kuma Mun sanya tabbatattun duwatsu a cikin kasa domin kada ta karkata a saman su,We placed firm mountains in the earth so it does not shake,Statement,Religious,Religious
Wata jarida da aka rubuta da yaren Dutch ta kwatanta irin shigar da shugabanan addinai suka yi a wani taronsu,A Dutch newspaper described how religious leaders dressed at a gathering,Statement,Informative,Social/Media
Ta yaya Allah zai cire wahalar da ’yan adam suke sha?,How will God remove human suffering?,Question,Reflective,Religious
"Yesu ya ji tausayin mutanen da yake yi wa wa’azi, saboda haka ya kamata mu ji tausayin waɗanda muke yi wa wa’azi. — Matta 9 : 36.","Jesus had compassion on the people he preached to, so we should also show compassion — Matthew 9:36",Statement,Religious teaching,Neutral
Kõwane rai mai ɗanɗanar mutuwa ne. Sannan a garemu dukkanku zaku dawo a Rãnar Kiyãma.,"Every soul will taste death, and you will return to us on Judgment Day",Statement,Religious,Neutral
"Kuma lalle ne haƙĩƙa a gabaninsu, Mun fitini mutãnen Fir'auna, kuma wani Manzo karĩmi(mai karamci) ya jẽ musu.",We tested Pharaoh’s people and sent a noble messenger to them,Statement,Religious,Neutral
Shi malami ne a Makarantar Gilead kuma daga baya ya zama memban Hukumar da Ke Kula da Ayyukanmu,He is a teacher at Gilead School and later became a governing member,Statement,Informative,Religious
"Kuma mijinta fa yana filin dagar yaƙi, Dauda ya aika a kira ta kuma ya kwana da ita, saboda cin amana.","Her husband was at war, and David sent for her and slept with her, committing betrayal",Statement,Religious narrative,Neutral
"Ƙari ga haka, Allah yana so yaransu su haifi yara, har sai mutane sun cika duniya.","Furthermore, God wants humans to multiply until the earth is filled",Statement,Religious,Neutral
"( Yaƙ . 3 : 17, Littafi Mai Tsarki) Karanta Littafin Bible da kuma yin bita a kan abin da muka karanta zai sa mu guji yin tunanin banza.",Reading and studying the Bible helps us avoid bad thoughts,Statement,Advice,Neutral
"Kuma suka ce : "" Mai rahama Yã riƙi dã ! """,And they said: “The Most Merciful has taken a son!”,Statement,Religious,Neutral
Ba na son wani ya gaya mini wannan.,I don’t want anyone to tell me this,Refusal,Firm,Social
"Duk da haka , akwai dalilin yi masa kyakyawan fata.","However, there is reason to be optimistic about him",Statement,Hopeful,Social
Ta yaya Jehovah ya ƙarfafa Habakkuk a Bible?,How did Jehovah strengthen Habakkuk in the Bible?,Question,Reflective,Religious
"Ya ce: "" Lalle ne ku mutãne ne waɗanda ba a da tabbas kansu",He said: “Indeed you are people without certainty”,Statement,Critical,Religious
"Ya kamata waɗannan su zama batutuwa na musamman a addu’o’inmu, kamar yadda Yesu ya nuna...",These should be key topics in our prayers as Jesus showed,Advice,Instructional,Religious
Bari mu bincika tambayoyi huɗu da za su taimaka mana,Let us examine four questions that will help us,Instruction,Encouraging,Religious
"Bã zasu ɗanɗani mutuwa ba a cikinta, sai dai mutuwar farko...",They will not taste death except the first death,Statement,Religious,Neutral
Wataƙila ka taɓa ganin hotuna... Yesu jariri...,You may have seen images of baby Jesus in a manger,Statement,Informative,Neutral
Kamar yadda aka nuna a shafi na 17...,"As shown on page 17, how will Jesus’ spirit guide us?",Question,Instructional,Religious
Da wata ni'imar rayuwa da suka kasance a cikinta sunã mãsu hutu.,They live in comfort enjoying blessings,Statement,Positive,Religious
Ko kuma kunã da wani dalĩli bayyananne ne?,Or do you have clear proof?,Question,Challenging,Religious
Amma fa mutane sun bambanta.,But people are different,Statement,Neutral,Social
Ya Ubangijnmu !,O our Lord!,Invocation,Reverent,Religious
Mun mika abun ga mahukunta na gwamnati...,We submitted the matter to government authorities,Statement,Formal,Governance
’Yan Midiya da ’yan siyasa sun fi son darajar kansu,Media and politicians prefer attacking opponents,Criticism,Serious,Politics
( Allah ) Ya hõre ta a kansu a kwanaki bakwai,Allah subjected it to them for seven nights,Statement,Religious,Neutral
"Su biyu suka ce : "" Ya Ubangijinmu!...","Two said: “O our Lord, we fear…”",Statement,Prayer,Neutral
"Lalle ne, ManzonMu yã je muku...",Indeed Our Messenger came to you,Statement,Religious,Neutral
"Bugu da ƙari, yara ƙanana suna bukatar kula daga uwarsu.","In addition, young children need care from their mothers",Statement,Advisory,Family
Wane nassi ne ya kasance da wuyar fahimta...,Which scripture was difficult to understand?,Question,Reflective,Religious
Me ya sa bai da sauƙi mu riƙa yin biyayya ga Jehobah a koyaushe?,Why is it not easy to obey Jehovah always?,Question,Reflective,Religious
Kuma hakan ya faru.,And it happened,Statement,Neutral,Social
Wane tabbaci ne wani dā bai gaskata...,What evidence does a former atheist have?,Question,Reflective,Religious
Kabi a hankali kada wurin kokarin gyara tarbiyyar yaranka,Be careful not to expose yourself while correcting your children,Advice,Serious,Family
Yaya ya kamata mu ɗauki horarwarsa?,How should we accept his discipline?,Question,Reflective,Religious
